InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,ContactEmail
535468,53936,POPPY'S PLAYHOUSE BEDROOM,-1,2011-05-20 10:17:33.306613,26.13,13956.0,United Kingdom,user@@bad.com
531767,69207,n/a,7,2011-05-21 04:13:56.873747,8.55,17614.0,Germany,user@@bad.com
534631,75592,n/a,39,2011-05-21 22:10:20.440881,49.42,16808.0,France,user@@bad.com
538565,47674,WHITE HANGING HEART T-LIGHT HOLDER,unknown,2011-05-22 16:06:44.008016,40.73,12499.0,United Kingdom,contact@shop.com
530195,92945,n/a,48,2011-05-23 10:03:07.575150,36.82,16837.0,France,user@@bad.com
537584,79688,WHITE HANGING HEART T-LIGHT HOLDER,34,2011-05-24 03:59:31.142284,22.91,14218.0,Germany,user@@bad.com
534927,28743,GLASS STAR FROSTED T-LIGHT HOLDER,28,2011-05-24 21:55:54.709418,6.8,16649.0,France,contact@shop.com
537193,70410,n/a,10,2011-05-25 15:52:18.276553,45.95,16831.0,  Spain,hello@retail.co.uk
536632,75747,assorted colour bird ornament,-10,2011-05-26 09:48:41.843687,16.41,14238.0,Germany,
534320,40027,n/a,-3,2011-05-27 03:45:05.410821,1.56,14713.0,  Spain,
533086,76440,SET 7 BABUSHKA NESTING BOXES,7,2011-05-27 21:41:28.977955,16.46,12703.0,,user@@bad.com
536272,90852,SET 7 BABUSHKA NESTING BOXES,-8,2011-05-28 15:37:52.545090,39.52,17549.0,United Kingdom,
531402,83539,SET 7 BABUSHKA NESTING BOXES,20,2011-05-29 09:34:16.112224,30.76,13218.0,,
535840,78627,SET 7 BABUSHKA NESTING BOXES,36,2011-05-30 03:30:39.679358,37.29,15386.0,United Kingdom,not-an-email
530946,67104,assorted colour bird ornament,47,2011-05-30 21:27:03.246492,39.48,17930.0,eire,hello@retail.co.uk
536497,34347,,19,2011-05-31 15:23:26.813627,9.81,13956.0,France,hello@retail.co.uk
536286,81569,assorted colour bird ornament,42,2011-06-01 09:19:50.380761,46.11,13289.0,,contact@shop.com
530844,42776,,49,2011-06-02 03:16:13.947895,21.34,14655.0,  Spain,user@@bad.com
537574,57897,SET 7 BABUSHKA NESTING BOXES,41,2011-06-02 21:12:37.515030,31.59,12315.0,Germany,contact@shop.com
534157,38299,RED WOOLLY HOTTIE WHITE HEART.,17,2011-06-03 15:09:01.082164,-0.88,14334.0,eire,not-an-email
537868,38171,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-06-04 09:05:24.649298,49.66,16533.0,  Spain,hello@retail.co.uk
530416,24184,n/a,48,2011-06-05 03:01:48.216432,13.33,15376.0,eire,contact@shop.com
531794,96515,POPPY'S PLAYHOUSE BEDROOM,4,2011-06-05 20:58:11.783567,2.17,12691.0,eire,not-an-email
534939,23300,SET 7 BABUSHKA NESTING BOXES,14,2011-06-06 14:54:35.350701,22.37,13287.0,United Kingdom,not-an-email
531882,17763,,-6,2011-06-07 08:50:58.917835,5.58,15386.0,eire,user@@bad.com
533298,94250,assorted colour bird ornament,37,2011-06-08 02:47:22.484969,6.77,14218.0,Germany,
536605,59950,GLASS STAR FROSTED T-LIGHT HOLDER,28,2011-06-08 20:43:46.052104,31.25,17891.0,United Kingdom,
531445,49410,WHITE HANGING HEART T-LIGHT HOLDER,-5,2011-06-09 14:40:09.619238,19.04,12772.0,,hello@retail.co.uk
536776,76373,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-06-10 08:36:33.186372,46.01,12859.0,United Kingdom,
531033,44498,WHITE HANGING HEART T-LIGHT HOLDER,23,2011-06-11 02:32:56.753507,15.28,15003.0,United Kingdom,user@@bad.com
531751,21512,WHITE HANGING HEART T-LIGHT HOLDER,22,2011-06-11 20:29:20.320641,36.04,16682.0,United Kingdom,contact@shop.com
535875,75670,assorted colour bird ornament,38,2011-06-12 14:25:43.887775,22.52,12996.0,Germany,not-an-email
537934,25839,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-06-13 08:22:07.454909,32.66,15032.0,Germany,hello@retail.co.uk
531705,59768,SET 7 BABUSHKA NESTING BOXES,45,2011-06-14 02:18:31.022044,29.58,15952.0,,hello@retail.co.uk
532999,95415,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-06-14 20:14:54.589178,23.11,17609.0,,user@@bad.com
539250,94251,assorted colour bird ornament,39,2011-06-15 14:11:18.156312,47.45,17775.0,United Kingdom,not-an-email
539895,42470,,4,2011-06-16 08:07:41.723446,16.48,15406.0,Germany,contact@shop.com
535810,80226,WHITE HANGING HEART T-LIGHT HOLDER,-8,2011-06-17 02:04:05.290581,8.04,15939.0,United Kingdom,hello@retail.co.uk
534469,65140,POPPY'S PLAYHOUSE BEDROOM,-7,2011-06-17 20:00:28.857715,33.58,15508.0,eire,user@@bad.com
533468,53142,n/a,12,2011-06-18 13:56:52.424849,42.15,16831.0,France,not-an-email
536123,22593,n/a,47,2011-06-19 07:53:15.991983,1.05,14794.0,eire,
535908,43871,assorted colour bird ornament,-8,2011-06-20 01:49:39.559118,21.93,12027.0,,user@@bad.com
532947,68671,,12,2011-06-20 19:46:03.126252,44.52,14354.0,France,
530228,98795,n/a,-4,2011-06-21 13:42:26.693386,37.23,12731.0,United Kingdom,hello@retail.co.uk
531514,10440,,45,2011-06-22 07:38:50.260521,49.58,17673.0,United Kingdom,contact@shop.com
539584,74597,RED WOOLLY HOTTIE WHITE HEART.,30,2011-06-23 01:35:13.827655,26.1,12766.0,,not-an-email
534181,86169,POPPY'S PLAYHOUSE BEDROOM,35,2011-06-23 19:31:37.394789,32.66,16518.0,Germany,contact@shop.com
534822,95606,SET 7 BABUSHKA NESTING BOXES,32,2011-06-24 13:28:00.961923,14.43,12567.0,France,user@@bad.com
534670,48141,n/a,29,2011-06-25 07:24:24.529058,47.32,17810.0,eire,user@@bad.com
537826,20662,SET 7 BABUSHKA NESTING BOXES,36,2011-06-26 01:20:48.096192,17.68,14246.0,eire,hello@retail.co.uk
530649,34386,POPPY'S PLAYHOUSE BEDROOM,-10,2011-06-26 19:17:11.663326,36.66,12619.0,Germany,
530827,86547,GLASS STAR FROSTED T-LIGHT HOLDER,unknown,2011-06-27 13:13:35.230460,19.56,13834.0,United Kingdom,contact@shop.com
532758,89013,,34,2011-06-28 07:09:58.797595,27.65,14794.0,United Kingdom,
534866,67336,SET 7 BABUSHKA NESTING BOXES,34,2011-06-29 01:06:22.364729,35.71,17114.0,France,contact@shop.com
536710,21046,POPPY'S PLAYHOUSE BEDROOM,13,2011-06-29 19:02:45.931863,24.96,14608.0,United Kingdom,user@@bad.com
534906,20972,WHITE HANGING HEART T-LIGHT HOLDER,38,2011-06-30 12:59:09.498997,45.26,13289.0,France,user@@bad.com
534411,53035,,12,2011-07-01 06:55:33.066132,20.38,14794.0,Germany,hello@retail.co.uk
539377,62942,SET 7 BABUSHKA NESTING BOXES,-8,2011-07-02 00:51:56.633266,32.0,12231.0,United Kingdom,not-an-email
531610,12914,GLASS STAR FROSTED T-LIGHT HOLDER,44,2011-07-02 18:48:20.200400,16.46,13984.0,Germany,not-an-email
535716,71747,SET 7 BABUSHKA NESTING BOXES,4,2011-07-03 12:44:43.767535,19.82,12349.0,,contact@shop.com
535421,59005,assorted colour bird ornament,-4,2011-07-04 06:41:07.334669,21.44,12703.0,eire,
534734,11107,,27,2011-07-05 00:37:30.901803,5.42,15326.0,  Spain,
538075,18610,RED WOOLLY HOTTIE WHITE HEART.,4,2011-07-05 18:33:54.468937,3.68,12423.0,United Kingdom,user@@bad.com
532669,50888,RED WOOLLY HOTTIE WHITE HEART.,41,2011-07-06 12:30:18.036072,33.04,12027.0,  Spain,user@@bad.com
539536,75031,assorted colour bird ornament,16,2011-07-07 06:26:41.603206,32.43,14991.0,Germany,contact@shop.com
533315,84285,SET 7 BABUSHKA NESTING BOXES,-10,2011-07-08 00:23:05.170340,32.81,17133.0,United Kingdom,not-an-email
535449,48816,SET 7 BABUSHKA NESTING BOXES,47,2011-07-08 18:19:28.737474,0.01,14238.0,,
535206,36582,assorted colour bird ornament,20,2011-07-09 12:15:52.304609,15.65,15473.0,eire,not-an-email
538496,97146,SET 7 BABUSHKA NESTING BOXES,5,2011-07-10 06:12:15.871743,9.09,15535.0,United Kingdom,contact@shop.com
534388,51268,,30,2011-07-11 00:08:39.438877,38.69,14274.0,eire,hello@retail.co.uk
532845,38384,RED WOOLLY HOTTIE WHITE HEART.,21,2011-07-11 18:05:03.006012,42.89,14218.0,United Kingdom,user@@bad.com
530216,49807,SET 7 BABUSHKA NESTING BOXES,-9,2011-07-12 12:01:26.573146,11.58,17480.0,eire,
533636,11088,assorted colour bird ornament,35,2011-07-13 05:57:50.140280,33.06,15390.0,United Kingdom,not-an-email
538262,37173,GLASS STAR FROSTED T-LIGHT HOLDER,14,2011-07-13 23:54:13.707414,5.6,12499.0,  Spain,hello@retail.co.uk
530099,56399,n/a,31,2011-07-14 17:50:37.274549,13.03,14890.0,Germany,contact@shop.com
538960,92658,POPPY'S PLAYHOUSE BEDROOM,43,2011-07-15 11:47:00.841683,6.07,17460.0,France,
535427,76439,WHITE HANGING HEART T-LIGHT HOLDER,26,2011-07-16 05:43:24.408817,13.46,13436.0,United Kingdom,hello@retail.co.uk
531402,80315,,30,2011-07-16 23:39:47.975951,33.41,14348.0,,hello@retail.co.uk
533021,59040,SET 7 BABUSHKA NESTING BOXES,5,2011-07-17 17:36:11.543086,45.43,17673.0,United Kingdom,not-an-email
535539,19952,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-07-18 11:32:35.110220,9.33,14102.0,United Kingdom,user@@bad.com
533156,45182,SET 7 BABUSHKA NESTING BOXES,14,2011-07-19 05:28:58.677354,26.65,15473.0,United Kingdom,contact@shop.com
531085,99732,n/a,41,2011-07-19 23:25:22.244488,34.77,12898.0,Germany,contact@shop.com
536659,13975,SET 7 BABUSHKA NESTING BOXES,21,2011-07-20 17:21:45.811623,47.6,14348.0,,not-an-email
536721,89127,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-07-21 11:18:09.378757,30.11,17179.0,  Spain,hello@retail.co.uk
531188,71603,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-07-22 05:14:32.945891,12.01,14443.0,United Kingdom,user@@bad.com
532812,35551,n/a,41,2011-07-22 23:10:56.513026,30.9,16719.0,United Kingdom,
532438,80018,n/a,44,2011-07-23 17:07:20.080160,15.35,16338.0,France,not-an-email
536593,85319,POPPY'S PLAYHOUSE BEDROOM,7,2011-07-24 11:03:43.647294,48.78,14271.0,,contact@shop.com
537302,13889,SET 7 BABUSHKA NESTING BOXES,32,2011-07-25 05:00:07.214428,19.38,15194.0,France,not-an-email
537269,19577,WHITE HANGING HEART T-LIGHT HOLDER,25,2011-07-25 22:56:30.781563,33.96,17738.0,,contact@shop.com
539386,69916,assorted colour bird ornament,16,2011-07-26 16:52:54.348697,0.18,17673.0,  Spain,contact@shop.com
537685,99918,,13,2011-07-27 10:49:17.915831,19.4,17617.0,,user@@bad.com
533206,12156,n/a,-4,2011-07-28 04:45:41.482965,43.63,17560.0,United Kingdom,contact@shop.com
531077,69910,assorted colour bird ornament,6,2011-07-28 22:42:05.050100,30.12,13943.0,Germany,contact@shop.com
536145,22287,GLASS STAR FROSTED T-LIGHT HOLDER,22,2011-07-29 16:38:28.617234,21.64,13625.0,United Kingdom,
539159,68510,n/a,43,2011-07-30 10:34:52.184368,46.73,15185.0,France,not-an-email
539750,66097,POPPY'S PLAYHOUSE BEDROOM,41,2011-07-31 04:31:15.751503,42.55,16637.0,Germany,
532301,18139,,1,2011-07-31 22:27:39.318637,15.43,17527.0,France,contact@shop.com
532364,71264,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-08-01 16:24:02.885771,26.77,12265.0,United Kingdom,not-an-email
530374,90732,WHITE HANGING HEART T-LIGHT HOLDER,-5,2011-08-02 10:20:26.452905,23.98,13984.0,United Kingdom,
531412,87709,,30,2011-08-03 04:16:50.020040,31.24,16831.0,France,user@@bad.com
535547,12609,GLASS STAR FROSTED T-LIGHT HOLDER,10,2011-08-03 22:13:13.587174,16.04,15477.0,United Kingdom,
535467,32132,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-08-04 16:09:37.154308,11.45,15406.0,Germany,
533708,31674,RED WOOLLY HOTTIE WHITE HEART.,33,2011-08-05 10:06:00.721442,45.55,13159.0,United Kingdom,
533099,50795,assorted colour bird ornament,15,2011-08-06 04:02:24.288577,46.12,13088.0,United Kingdom,not-an-email
538297,22871,POPPY'S PLAYHOUSE BEDROOM,38,2011-08-06 21:58:47.855711,42.01,12265.0,,not-an-email
534599,86890,WHITE HANGING HEART T-LIGHT HOLDER,22,2011-08-07 15:55:11.422845,48.89,17980.0,United Kingdom,
538081,79908,GLASS STAR FROSTED T-LIGHT HOLDER,49,2011-08-08 09:51:34.989979,36.99,15643.0,United Kingdom,contact@shop.com
539631,82750,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-08-09 03:47:58.557114,38.0,14608.0,United Kingdom,user@@bad.com
533171,27838,assorted colour bird ornament,7,2011-08-09 21:44:22.124248,37.89,17494.0,United Kingdom,user@@bad.com
532027,11311,POPPY'S PLAYHOUSE BEDROOM,36,2011-08-10 15:40:45.691382,23.51,12619.0,eire,not-an-email
539528,91956,POPPY'S PLAYHOUSE BEDROOM,14,2011-08-11 09:37:09.258517,22.28,15185.0,United Kingdom,not-an-email
536347,36001,GLASS STAR FROSTED T-LIGHT HOLDER,22,2011-08-12 03:33:32.825651,11.25,17815.0,United Kingdom,not-an-email
532908,69063,assorted colour bird ornament,-2,2011-08-12 21:29:56.392785,31.89,17196.0,  Spain,user@@bad.com
536217,91848,n/a,-3,2011-08-13 15:26:19.959919,13.76,14638.0,United Kingdom,user@@bad.com
535150,13254,GLASS STAR FROSTED T-LIGHT HOLDER,24,2011-08-14 09:22:43.527054,12.15,16533.0,United Kingdom,contact@shop.com
539054,10492,,1,2011-08-15 03:19:07.094188,28.88,13956.0,United Kingdom,
532559,10488,POPPY'S PLAYHOUSE BEDROOM,49,2011-08-15 21:15:30.661322,19.91,17772.0,  Spain,contact@shop.com
539912,24069,GLASS STAR FROSTED T-LIGHT HOLDER,41,2011-08-16 15:11:54.228456,10.16,12032.0,Germany,
539359,14649,POPPY'S PLAYHOUSE BEDROOM,32,2011-08-17 09:08:17.795591,40.62,17272.0,,not-an-email
531806,83797,GLASS STAR FROSTED T-LIGHT HOLDER,34,2011-08-18 03:04:41.362725,42.89,13022.0,Germany,not-an-email
531645,64532,POPPY'S PLAYHOUSE BEDROOM,25,2011-08-18 21:01:04.929859,7.55,14978.0,  Spain,
535331,98203,WHITE HANGING HEART T-LIGHT HOLDER,-7,2011-08-19 14:57:28.496993,-0.62,17792.0,eire,not-an-email
530449,82132,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-08-20 08:53:52.064128,16.14,16808.0,eire,not-an-email
532987,96685,WHITE HANGING HEART T-LIGHT HOLDER,19,2011-08-21 02:50:15.631262,39.67,17283.0,,user@@bad.com
534350,31469,GLASS STAR FROSTED T-LIGHT HOLDER,44,2011-08-21 20:46:39.198396,41.8,16812.0,  Spain,hello@retail.co.uk
539692,35901,assorted colour bird ornament,3,2011-08-22 14:43:02.765531,6.05,13622.0,Germany,contact@shop.com
539922,86445,RED WOOLLY HOTTIE WHITE HEART.,19,2011-08-23 08:39:26.332665,38.49,12996.0,eire,not-an-email
531515,32039,RED WOOLLY HOTTIE WHITE HEART.,10,2011-08-24 02:35:49.899799,4.9,14608.0,  Spain,hello@retail.co.uk
538915,15150,POPPY'S PLAYHOUSE BEDROOM,-2,2011-08-24 20:32:13.466933,18.89,12518.0,Germany,
530909,70221,POPPY'S PLAYHOUSE BEDROOM,-4,2011-08-25 14:28:37.034068,49.93,14706.0,France,not-an-email
537485,82085,assorted colour bird ornament,11,2011-08-26 08:25:00.601202,8.82,13159.0,eire,
538455,97136,,-6,2011-08-27 02:21:24.168336,6.85,14821.0,United Kingdom,contact@shop.com
538907,93500,,-6,2011-08-27 20:17:47.735470,20.56,15464.0,France,contact@shop.com
532233,20820,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-08-28 14:14:11.302605,30.6,13975.0,Germany,user@@bad.com
538933,79488,RED WOOLLY HOTTIE WHITE HEART.,2,2011-08-29 08:10:34.869739,46.58,12373.0,United Kingdom,
531159,86150,n/a,23,2011-08-30 02:06:58.436873,49.02,14978.0,United Kingdom,user@@bad.com
535188,72830,SET 7 BABUSHKA NESTING BOXES,-9,2011-08-30 20:03:22.004008,2.55,16960.0,France,not-an-email
534694,83781,assorted colour bird ornament,8,2011-08-31 13:59:45.571142,6.04,15218.0,Germany,hello@retail.co.uk
533158,85417,assorted colour bird ornament,17,2011-09-01 07:56:09.138276,39.33,13436.0,France,
530221,50189,SET 7 BABUSHKA NESTING BOXES,47,2011-09-02 01:52:32.705410,12.8,12518.0,United Kingdom,user@@bad.com
537719,13613,RED WOOLLY HOTTIE WHITE HEART.,28,2011-09-02 19:48:56.272545,44.13,16525.0,France,contact@shop.com
533355,51057,assorted colour bird ornament,42,2011-09-03 13:45:19.839679,32.84,15952.0,United Kingdom,contact@shop.com
536615,28160,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-09-04 07:41:43.406813,4.7,12996.0,United Kingdom,user@@bad.com
534101,20235,,16,2011-09-05 01:38:06.973947,41.46,15508.0,  Spain,hello@retail.co.uk
533736,21243,n/a,15,2011-09-05 19:34:30.541082,7.99,12349.0,Germany,hello@retail.co.uk
538862,72762,assorted colour bird ornament,43,2011-09-06 13:30:54.108216,20.6,16013.0,,not-an-email
530944,55407,POPPY'S PLAYHOUSE BEDROOM,47,2011-09-07 07:27:17.675350,27.16,13984.0,  Spain,contact@shop.com
537365,58584,WHITE HANGING HEART T-LIGHT HOLDER,47,2011-09-08 01:23:41.242484,24.54,14655.0,  Spain,hello@retail.co.uk
537467,77066,RED WOOLLY HOTTIE WHITE HEART.,35,2011-09-08 19:20:04.809619,33.99,12898.0,United Kingdom,user@@bad.com
533799,59343,SET 7 BABUSHKA NESTING BOXES,20,2011-09-09 13:16:28.376753,32.29,13738.0,,not-an-email
532624,66700,SET 7 BABUSHKA NESTING BOXES,22,2011-09-10 07:12:51.943887,49.59,14074.0,United Kingdom,user@@bad.com
530053,17742,RED WOOLLY HOTTIE WHITE HEART.,48,2011-09-11 01:09:15.511022,49.97,13924.0,,hello@retail.co.uk
539367,86600,n/a,7,2011-09-11 19:05:39.078156,25.34,14979.0,United Kingdom,not-an-email
539476,50389,RED WOOLLY HOTTIE WHITE HEART.,10,2011-09-12 13:02:02.645290,3.86,17891.0,France,user@@bad.com
532409,23969,assorted colour bird ornament,43,2011-09-13 06:58:26.212424,36.12,15508.0,Germany,user@@bad.com
530319,83198,GLASS STAR FROSTED T-LIGHT HOLDER,13,2011-09-14 00:54:49.779559,48.81,15798.0,United Kingdom,
531227,76115,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-09-14 18:51:13.346693,15.23,17596.0,France,user@@bad.com
530676,14772,RED WOOLLY HOTTIE WHITE HEART.,23,2011-09-15 12:47:36.913827,22.52,17871.0,eire,not-an-email
538310,27373,SET 7 BABUSHKA NESTING BOXES,9,2011-09-16 06:44:00.480961,20.66,16808.0,  Spain,hello@retail.co.uk
538918,11417,GLASS STAR FROSTED T-LIGHT HOLDER,43,2011-09-17 00:40:24.048096,1.62,14385.0,  Spain,hello@retail.co.uk
531532,34368,SET 7 BABUSHKA NESTING BOXES,44,2011-09-17 18:36:47.615230,33.29,15192.0,,hello@retail.co.uk
537466,18998,assorted colour bird ornament,8,2011-09-18 12:33:11.182364,17.02,14274.0,United Kingdom,user@@bad.com
531792,73890,WHITE HANGING HEART T-LIGHT HOLDER,21,2011-09-19 06:29:34.749499,39.16,14706.0,Germany,contact@shop.com
533671,57029,WHITE HANGING HEART T-LIGHT HOLDER,49,2011-09-20 00:25:58.316633,41.44,14794.0,,not-an-email
535993,98217,assorted colour bird ornament,34,2011-09-20 18:22:21.883767,40.88,15508.0,eire,
537198,77447,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-09-21 12:18:45.450901,20.25,12606.0,France,hello@retail.co.uk
538744,65038,WHITE HANGING HEART T-LIGHT HOLDER,25,2011-09-22 06:15:09.018036,15.4,17283.0,Germany,
530447,55837,n/a,27,2011-09-23 00:11:32.585170,37.19,16808.0,Germany,
531964,14904,WHITE HANGING HEART T-LIGHT HOLDER,unknown,2011-09-23 18:07:56.152304,39.87,16000.0,eire,contact@shop.com
532804,16318,n/a,-9,2011-09-24 12:04:19.719438,24.05,17871.0,France,user@@bad.com
533102,65467,assorted colour bird ornament,unknown,2011-09-25 06:00:43.286573,44.54,13159.0,  Spain,not-an-email
539979,10394,n/a,41,2011-09-25 23:57:06.853707,6.34,16383.0,eire,contact@shop.com
537773,13811,n/a,4,2011-09-26 17:53:30.420841,43.83,13943.0,  Spain,hello@retail.co.uk
533203,29721,SET 7 BABUSHKA NESTING BOXES,7,2011-09-27 11:49:53.987975,3.9,12598.0,France,contact@shop.com
539717,89572,POPPY'S PLAYHOUSE BEDROOM,9,2011-09-28 05:46:17.555110,6.83,13924.0,  Spain,contact@shop.com
534992,51303,RED WOOLLY HOTTIE WHITE HEART.,0,2011-09-28 23:42:41.122244,26.23,17112.0,,contact@shop.com
535006,73861,,-1,2011-09-29 17:39:04.689378,2.44,15535.0,United Kingdom,
534336,47040,RED WOOLLY HOTTIE WHITE HEART.,10,2011-09-30 11:35:28.256513,1.69,17133.0,Germany,contact@shop.com
531438,25581,,42,2011-10-01 05:31:51.823647,-0.97,14348.0,  Spain,hello@retail.co.uk
539342,43403,POPPY'S PLAYHOUSE BEDROOM,-10,2011-10-01 23:28:15.390781,21.25,12703.0,  Spain,
530139,18254,,6,2011-10-02 17:24:38.957915,38.51,16768.0,  Spain,not-an-email
531742,79322,WHITE HANGING HEART T-LIGHT HOLDER,-7,2011-10-03 11:21:02.525050,0.78,13544.0,eire,contact@shop.com
532296,26517,SET 7 BABUSHKA NESTING BOXES,23,2011-10-04 05:17:26.092184,32.27,17930.0,  Spain,
532792,43873,POPPY'S PLAYHOUSE BEDROOM,5,2011-10-04 23:13:49.659318,40.98,13195.0,  Spain,contact@shop.com
531318,98201,GLASS STAR FROSTED T-LIGHT HOLDER,37,2011-10-05 17:10:13.226452,7.57,14890.0,United Kingdom,hello@retail.co.uk
530179,63276,GLASS STAR FROSTED T-LIGHT HOLDER,25,2011-10-06 11:06:36.793587,6.49,16383.0,United Kingdom,not-an-email
536775,51269,,37,2011-10-07 05:03:00.360721,42.9,14334.0,eire,
539692,58870,SET 7 BABUSHKA NESTING BOXES,28,2011-10-07 22:59:23.927855,40.98,15473.0,United Kingdom,contact@shop.com
531218,80566,GLASS STAR FROSTED T-LIGHT HOLDER,16,2011-10-08 16:55:47.494989,26.49,15699.0,Germany,contact@shop.com
532965,32903,assorted colour bird ornament,41,2011-10-09 10:52:11.062124,40.78,12644.0,eire,not-an-email
535062,67276,n/a,18,2011-10-10 04:48:34.629258,3.73,13125.0,United Kingdom,contact@shop.com
539274,88541,GLASS STAR FROSTED T-LIGHT HOLDER,46,2011-10-10 22:44:58.196392,19.12,17527.0,,user@@bad.com
536941,61516,n/a,49,2011-10-11 16:41:21.763527,36.63,12710.0,France,hello@retail.co.uk
537661,50188,POPPY'S PLAYHOUSE BEDROOM,25,2011-10-12 10:37:45.330661,12.13,12567.0,Germany,hello@retail.co.uk
535810,23061,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-10-13 04:34:08.897795,37.37,12623.0,eire,not-an-email
534169,32345,,5,2011-10-13 22:30:32.464929,24.71,13924.0,United Kingdom,user@@bad.com
531997,95141,,38,2011-10-14 16:26:56.032064,37.26,17268.0,United Kingdom,
538642,58712,WHITE HANGING HEART T-LIGHT HOLDER,30,2011-10-15 10:23:19.599198,22.7,13444.0,United Kingdom,contact@shop.com
538040,37120,RED WOOLLY HOTTIE WHITE HEART.,44,2011-10-16 04:19:43.166332,17.76,12606.0,France,contact@shop.com
530250,47652,POPPY'S PLAYHOUSE BEDROOM,6,2011-10-16 22:16:06.733466,10.18,17179.0,United Kingdom,
537153,62020,SET 7 BABUSHKA NESTING BOXES,37,2011-10-17 16:12:30.300601,9.63,16032.0,United Kingdom,
530843,58378,RED WOOLLY HOTTIE WHITE HEART.,18,2011-10-18 10:08:53.867735,37.33,17596.0,eire,contact@shop.com
537389,72979,SET 7 BABUSHKA NESTING BOXES,1,2011-10-19 04:05:17.434869,5.06,14271.0,eire,hello@retail.co.uk
538258,33174,SET 7 BABUSHKA NESTING BOXES,0,2011-10-19 22:01:41.002004,3.39,17272.0,United Kingdom,user@@bad.com
531310,68430,RED WOOLLY HOTTIE WHITE HEART.,23,2011-10-20 15:58:04.569138,7.99,16918.0,United Kingdom,
534337,49840,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-21 09:54:28.136272,7.94,14978.0,,hello@retail.co.uk
531237,94652,POPPY'S PLAYHOUSE BEDROOM,-4,2011-10-22 03:50:51.703406,40.98,16518.0,eire,hello@retail.co.uk
535672,24212,POPPY'S PLAYHOUSE BEDROOM,15,2011-10-22 21:47:15.270541,19.32,16013.0,eire,hello@retail.co.uk
539274,23359,,29,2011-10-23 15:43:38.837675,49.51,13834.0,eire,not-an-email
530808,51548,GLASS STAR FROSTED T-LIGHT HOLDER,9,2011-10-24 09:40:02.404809,6.0,12567.0,United Kingdom,hello@retail.co.uk
533975,55751,n/a,47,2011-10-25 03:36:25.971943,32.33,17810.0,  Spain,
539730,72178,POPPY'S PLAYHOUSE BEDROOM,36,2011-10-25 21:32:49.539078,21.89,16338.0,United Kingdom,user@@bad.com
533009,46362,WHITE HANGING HEART T-LIGHT HOLDER,20,2011-10-26 15:29:13.106212,19.04,14302.0,,hello@retail.co.uk
531322,92233,n/a,46,2011-10-27 09:25:36.673346,43.63,14074.0,,contact@shop.com
534885,52674,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-10-28 03:22:00.240480,48.76,15584.0,eire,
535083,21640,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-10-28 21:18:23.807615,43.52,17930.0,,contact@shop.com
536627,20729,,-8,2011-10-29 15:14:47.374749,8.81,16960.0,eire,not-an-email
533137,97605,assorted colour bird ornament,46,2011-10-30 09:11:10.941883,10.26,15699.0,  Spain,
539555,22068,WHITE HANGING HEART T-LIGHT HOLDER,47,2011-10-31 03:07:34.509018,32.46,17792.0,  Spain,hello@retail.co.uk
535209,95305,SET 7 BABUSHKA NESTING BOXES,34,2011-10-31 21:03:58.076152,13.74,14505.0,,hello@retail.co.uk
532864,35026,SET 7 BABUSHKA NESTING BOXES,-4,2011-11-01 15:00:21.643286,36.47,14655.0,United Kingdom,not-an-email
539601,18406,,7,2011-11-02 08:56:45.210420,27.89,13218.0,United Kingdom,not-an-email
539247,37423,n/a,-8,2011-11-03 02:53:08.777555,27.1,16831.0,United Kingdom,
534991,65322,SET 7 BABUSHKA NESTING BOXES,-7,2011-11-03 20:49:32.344689,41.26,15185.0,Germany,hello@retail.co.uk
530248,48510,RED WOOLLY HOTTIE WHITE HEART.,4,2011-11-04 14:45:55.911823,35.24,16032.0,eire,hello@retail.co.uk
535968,80701,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-11-05 08:42:19.478957,0.36,17775.0,  Spain,not-an-email
535551,64988,RED WOOLLY HOTTIE WHITE HEART.,-7,2011-11-06 02:38:43.046092,1.52,17781.0,eire,contact@shop.com
531481,46070,RED WOOLLY HOTTIE WHITE HEART.,49,2011-11-06 20:35:06.613226,29.68,14238.0,eire,user@@bad.com
